"","itemset","item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12"
"1665",1665,"frozen vegetables","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666",1666,"frozen meals","butter","frozen vegetables","abrasive cleaner","ice cream",NA,NA,NA,NA,NA,NA,NA
"1667",1667,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668",1668,"baking powder","abrasive cleaner","grapes","cake bar","butter","coffee",NA,NA,NA,NA,NA,NA
"1669",1669,"butter","abrasive cleaner","coffee","domestic eggs","baking powder","frozen meals",NA,NA,NA,NA,NA,NA
"1670",1670,"cake bar","butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",1671,"baking powder","coffee","butter","abrasive cleaner","fish","frozen meals",NA,NA,NA,NA,NA,NA
"1672",1672,"frozen meals","baking powder","coffee","butter","ice cream",NA,NA,NA,NA,NA,NA,NA
"1673",1673,"domestic eggs","grapes","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1674",1674,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675",1675,"frozen meals","cake bar","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1676",1676,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677",1677,"ice cream","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678",1678,"butter","coffee","frozen vegetables","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1679",1679,"grapes","honey","fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1680",1680,"frozen meals","fish","frozen vegetables","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1681",1681,"grapes","domestic eggs","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",1682,"baking powder","grapes","fish","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1683",1683,"abrasive cleaner","butter","frozen vegetables","grapes","domestic eggs",NA,NA,NA,NA,NA,NA,NA
"1684",1684,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",1685,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686",1686,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",1687,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",1688,"ice cream","grapes","abrasive cleaner","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1689",1689,"frozen vegetables","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",1690,"butter","coffee","domestic eggs","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1691",1691,"frozen vegetables","domestic eggs","abrasive cleaner","honey","fish",NA,NA,NA,NA,NA,NA,NA
"1692",1692,"coffee","ice cream","butter","frozen vegetables","domestic eggs","fish",NA,NA,NA,NA,NA,NA
"1693",1693,"coffee","butter","baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1694",1694,"cake bar","ice cream","abrasive cleaner","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1695",1695,"domestic eggs","cake bar","baking powder","butter","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1696",1696,"coffee","abrasive cleaner","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1697",1697,"butter","ice cream","grapes","baking powder","coffee","frozen meals",NA,NA,NA,NA,NA,NA
"1698",1698,"butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1699",1699,"abrasive cleaner","fish","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",1700,"cake bar","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",1701,"frozen meals","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702",1702,"frozen vegetables","butter","fish","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1703",1703,"fish","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",1704,"coffee","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705",1705,"fish","butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1706",1706,"frozen meals","fish","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",1707,"grapes","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",1708,"baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",1709,"cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1710",1710,"butter","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",1711,"baking powder","butter","abrasive cleaner","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1712",1712,"fish","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",1713,"grapes","butter","frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA
"1714",1714,"baking powder","grapes","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1715",1715,"frozen vegetables","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",1716,"frozen meals","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",1717,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",1718,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",1719,"butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",1720,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",1721,"grapes","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",1722,"frozen vegetables","frozen meals","cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1723",1723,"abrasive cleaner","frozen vegetables","butter","baking powder","ice cream",NA,NA,NA,NA,NA,NA,NA
"1724",1724,"grapes","baking powder","butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1725",1725,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",1726,"cake bar","frozen meals","ice cream","baking powder","coffee",NA,NA,NA,NA,NA,NA,NA
"1727",1727,"baking powder","coffee","ice cream","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1728",1728,"grapes","baking powder","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1729",1729,"butter","frozen meals","grapes","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA
"1730",1730,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",1731,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",1732,"coffee","grapes","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1733",1733,"cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",1734,"cake bar","butter","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1735",1735,"grapes","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1736",1736,"ice cream","domestic eggs","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1737",1737,"coffee","butter","baking powder","honey","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1738",1738,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",1739,"grapes","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",1740,"honey","grapes","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1741",1741,"honey","butter","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1742",1742,"coffee","honey","butter","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1743",1743,"fish","abrasive cleaner","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",1744,"cake bar","grapes","frozen vegetables","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1745",1745,"cake bar","butter","domestic eggs","grapes","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1746",1746,"frozen meals","baking powder","frozen vegetables","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1747",1747,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",1748,"butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",1749,"honey","grapes","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750",1750,"cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751",1751,"fish","butter","domestic eggs","cake bar","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1752",1752,"baking powder","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",1753,"butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",1754,"fish","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",1755,"abrasive cleaner","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",1756,"baking powder","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",1757,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",1758,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",1759,"baking powder","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",1760,"abrasive cleaner","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",1761,"coffee","cake bar","domestic eggs","frozen meals","baking powder",NA,NA,NA,NA,NA,NA,NA
"1762",1762,"domestic eggs","ice cream","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1763",1763,"abrasive cleaner","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",1764,"coffee","fish","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1765",1765,"baking powder","domestic eggs","frozen meals","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1766",1766,"butter","frozen meals","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",1767,"cake bar","baking powder","frozen meals","grapes","fish",NA,NA,NA,NA,NA,NA,NA
"1768",1768,"frozen meals","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",1769,"frozen vegetables","abrasive cleaner","cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1770",1770,"coffee","frozen vegetables","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1771",1771,"ice cream","frozen meals","frozen vegetables","domestic eggs","grapes",NA,NA,NA,NA,NA,NA,NA
"1772",1772,"coffee","frozen meals","honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1773",1773,"grapes","coffee","fish","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1774",1774,"frozen vegetables","grapes","domestic eggs","fish","cake bar",NA,NA,NA,NA,NA,NA,NA
"1775",1775,"fish","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776",1776,"grapes","frozen meals","coffee","cake bar","fish",NA,NA,NA,NA,NA,NA,NA
"1777",1777,"cake bar","domestic eggs","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1778",1778,"abrasive cleaner","cake bar","domestic eggs","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1779",1779,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780",1780,"abrasive cleaner","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",1781,"grapes","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782",1782,"fish","honey","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1783",1783,"baking powder","fish","frozen vegetables","frozen meals","butter","domestic eggs",NA,NA,NA,NA,NA,NA
"1784",1784,"fish","cake bar","frozen vegetables","coffee","frozen meals","honey",NA,NA,NA,NA,NA,NA
"1785",1785,"frozen meals","cake bar","domestic eggs","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1786",1786,"fish","butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA
"1787",1787,"domestic eggs","abrasive cleaner","coffee","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1788",1788,"coffee","fish","ice cream","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1789",1789,"cake bar","frozen vegetables","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1790",1790,"coffee","butter","baking powder","frozen vegetables","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA
"1791",1791,"coffee","frozen meals","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1792",1792,"butter","coffee","domestic eggs","ice cream","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1793",1793,"honey","abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794",1794,"fish","grapes","baking powder","abrasive cleaner","butter",NA,NA,NA,NA,NA,NA,NA
"1795",1795,"honey","abrasive cleaner","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1796",1796,"frozen vegetables","coffee","baking powder","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1797",1797,"frozen meals","ice cream","domestic eggs","coffee","fish","honey",NA,NA,NA,NA,NA,NA
"1798",1798,"domestic eggs","fish","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799",1799,"fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800",1800,"coffee","frozen meals","butter","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1801",1801,"frozen meals","grapes","abrasive cleaner","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1802",1802,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803",1803,"frozen vegetables","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804",1804,"butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805",1805,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806",1806,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",1807,"baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",1808,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",1809,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810",1810,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",1811,"coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",1812,"butter","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",1813,"cake bar","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",1814,"ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815",1815,"frozen vegetables","frozen meals","honey","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1816",1816,"coffee","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",1817,"frozen meals","frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818",1818,"butter","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",1819,"fish","frozen meals","ice cream","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1820",1820,"baking powder","butter","frozen meals","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1821",1821,"cake bar","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1822",1822,"baking powder","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",1823,"butter","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",1824,"grapes","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",1825,"honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",1826,"baking powder","cake bar","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",1827,"fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",1828,"grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",1829,"domestic eggs","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",1830,"cake bar","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1831",1831,"butter","coffee","abrasive cleaner","ice cream","baking powder","fish",NA,NA,NA,NA,NA,NA
"1832",1832,"ice cream","baking powder","coffee","butter","grapes","frozen meals",NA,NA,NA,NA,NA,NA
"1833",1833,"domestic eggs","coffee","frozen meals","abrasive cleaner","fish","cake bar",NA,NA,NA,NA,NA,NA
"1834",1834,"frozen vegetables","baking powder","cake bar","abrasive cleaner","ice cream","butter",NA,NA,NA,NA,NA,NA
"1835",1835,"baking powder","butter","honey","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1836",1836,"coffee","butter","fish","domestic eggs","baking powder","frozen vegetables",NA,NA,NA,NA,NA,NA
"1837",1837,"frozen vegetables","honey","cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1838",1838,"fish","ice cream","honey","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1839",1839,"abrasive cleaner","domestic eggs","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1840",1840,"coffee","butter","grapes","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1841",1841,"frozen vegetables","baking powder","domestic eggs","butter","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA
"1842",1842,"domestic eggs","ice cream","frozen meals","coffee","fish",NA,NA,NA,NA,NA,NA,NA
"1843",1843,"coffee","butter","baking powder","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1844",1844,"baking powder","cake bar","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA
"1845",1845,"domestic eggs","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",1846,"honey","abrasive cleaner","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1847",1847,"butter","frozen vegetables","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",1848,"frozen vegetables","baking powder","grapes","butter","coffee","honey",NA,NA,NA,NA,NA,NA
"1849",1849,"butter","fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",1850,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851",1851,"cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852",1852,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",1853,"frozen vegetables","ice cream","honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1854",1854,"ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",1855,"coffee","cake bar","frozen vegetables","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1856",1856,"coffee","fish","frozen meals","honey","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA
"1857",1857,"baking powder","frozen vegetables","honey","coffee","frozen meals","butter",NA,NA,NA,NA,NA,NA
"1858",1858,"frozen vegetables","frozen meals","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1859",1859,"grapes","frozen vegetables","baking powder","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA
"1860",1860,"frozen vegetables","butter","coffee","abrasive cleaner","ice cream","fish",NA,NA,NA,NA,NA,NA
"1861",1861,"frozen vegetables","coffee","fish","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1862",1862,"fish","frozen meals","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1863",1863,"baking powder","coffee","butter","grapes","cake bar","frozen meals",NA,NA,NA,NA,NA,NA
